edad;sexo;departamento_nacimiento;municipio_nacimiento;diploma_educacion;campaña;campaña_fecha;poblacion;comuna_residencia;zona_residencia;cali_nacimiento;codigo_barrio_residencia;nombre_barrio_residencia;comuna
19.0;Hombre;Valle del Cauca;Buenaventura;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1503;Laureano Gómez;15
19.0;Hombre;Valle del Cauca;Buenaventura;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1503;Laureano Gómez;15
36.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;15;;Si;1503;Laureano Gómez;15
44.0;Hombre;Valle del Cauca;Palmira;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1775;Lili;17
35.0;Hombre;No reportado;No reportado;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1775;Lili;17
26.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1775;Lili;17
33.0;Hombre;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1775;Lili;17
18.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1775;Lili;17
21.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1775;Lili;17
21.0;Mujer;Nariño;Pasto;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;1775;Lili;17
20.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;1775;Lili;17
32.0;Hombre;Cauca;Patía;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
22.0;Mujer;Atlántico;Barranquilla;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
41.0;Hombre;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
34.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
40.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
26.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
20.0;Mujer;Chocó;Quibdó;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
36.0;Hombre;Cesar;Valledupar;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1775;Lili;17
29.0;Hombre;Valle del Cauca;Sevilla;Profesional;encuentas;25MAR2018;Técnico administración;17;;No;1775;Lili;17
27.0;Mujer;Cundinamarca;El Colegio;Profesional;encuentas;25MAR2018;Técnico administración;17;;No;1775;Lili;17
37.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1775;Lili;17
24.0;Hombre;;;Media académica o clásica;encuentas;25MAR2018;Técnico administración;17;;Si;1775;Lili;17
21.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;2004;Lleras Camargo;20
24.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;604;Los Alcázares;6
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;604;Los Alcázares;6
17.0;Mujer;Tolima;Ibagué;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;604;Los Alcázares;6
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;604;Los Alcázares;6
19.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;502;Los Andes;5
19.0;Mujer;;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;502;Los Andes;5
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;502;Los Andes;5
23.0;Mujer;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;502;Los Andes;5
23.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;502;Los Andes;5
18.0;Mujer;Valle del Cauca;Candelaria;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;502;Los Andes;5
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;502;Los Andes;5
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;502;Los Andes;5
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;502;Los Andes;5
22.0;Mujer;Valle del Cauca;El Cerrito;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;597;Los Andes B - La Riviera;5
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;597;Los Andes B - La Riviera;5
21.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;597;Los Andes B - La Riviera;5
;Hombre;;;No reportado;narrativas;01AGO2018;Ciudadano;No reportado;;;1916;Los Cambulos;19
35.0;Hombre;Valle del Cauca;Cali;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;1803;Los Chorros;18
12.0;Mujer;Cauca;Suárez;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1803;Los Chorros;18
40.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1803;Los Chorros;18
39.0;Hombre;Cauca;Suárez;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1803;Los Chorros;18
56.0;Hombre;Quindio;Calarca;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1803;Los Chorros;18
20.0;Mujer;Chocó;Quibdó;No reportado;narrativas;01AGO2018;Ciudadano;18;;;1803;Los Chorros;18
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1803;Los Chorros;18
19.0;Mujer;Cauca;;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1803;Los Chorros;18
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1803;Los Chorros;18
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1803;Los Chorros;18
51.0;Mujer;Chocó;Istmina;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1803;Los Chorros;18
32.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1803;Los Chorros;18
15.0;Mujer;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
12.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
12.0;Hombre;No reportado;No reportado;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
16.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
17.0;Mujer;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
12.0;Hombre;Valle del Cauca;Yumbo;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
38.0;Mujer;Nariño;Nariño;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
43.0;Mujer;Antioquia;Abriaquí;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
26.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
23.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
18.0;Mujer;Valle del Cauca;Buenaventura;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
34.0;Mujer;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
22.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
15.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
21.0;Mujer;Valle del Cauca;Cali;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
16.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1305;Los Comuneros Segunda Etapa;13
56.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1305;Los Comuneros Segunda Etapa;13
26.0;Hombre;Cauca;Cajibío;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1305;Los Comuneros Segunda Etapa;13
16.0;Hombre;Valle del Cauca;Florida;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1305;Los Comuneros Segunda Etapa;13
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1305;Los Comuneros Segunda Etapa;13
23.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;11;;;1119;Los Conquistadores;11
24.0;Mujer;Putumayo;Puerto Asís;Técnica profesional;encuentas;25MAR2018;Técnico administración;11;;No;1119;Los Conquistadores;11
17.0;Mujer;Valle del Cauca;Buenaventura;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1805;Los Farallones;18
24.0;Mujer;Valle del Cauca;Cali;Tecnológica;narrativas;01AGO2018;Ciudadano;No reportado;;;608;Los Guaduales;6
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;503;Los Guayacanes;5
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;503;Los Guayacanes;5
17.0;Mujer;Magdalena;Santa Marta;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;503;Los Guayacanes;5
20.0;Hombre;Antioquia;Anorí;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;503;Los Guayacanes;5
86.0;Hombre;Valle del Cauca;Florida;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1395;Los Lagos;13
14.0;Mujer;Nariño;El Charco;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1395;Los Lagos;13
23.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;13;;;1395;Los Lagos;13
30.0;Mujer;Cauca;Timbiquí;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1395;Los Lagos;13
30.0;Mujer;Cauca;Timbiquí;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1395;Los Lagos;13
27.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;305;Los Libertadores;3
16.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;305;Los Libertadores;3
18.0;Mujer;Valle del Cauca;Zarzal;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;305;Los Libertadores;3
39.0;Hombre;Valle del Cauca;Guadalajara de Buga;Maestría;encuentas;25MAR2018;Técnico administración;3;;No;305;Los Libertadores;3
30.0;Mujer;Nariño;Mosquera;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1496;Los Naranjos I;14
18.0;Mujer;Valle del Cauca;Palmira;No reportado;narrativas;09ABR2019;Ciudadano;14;cali_zona_urbana;;1499;Los Naranjos II;14
30.0;Mujer;Valle del Cauca;Cali;Profesional;narrativas;01AGO2018;Ciudadano;6;;;594;Los Parques - Barranquilla;5
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;594;Los Parques - Barranquilla;5
44.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;5;;Si;594;Los Parques - Barranquilla;5
29.0;Mujer;Valle del Cauca;Palmira;Tecnológica;encuentas;25MAR2018;Técnico administración;5;;No;594;Los Parques - Barranquilla;5
30.0;Hombre;;;Técnica profesional;encuentas;25MAR2018;Técnico administración;5;;Si;594;Los Parques - Barranquilla;5
24.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;5;;Si;594;Los Parques - Barranquilla;5
31.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;708;Los Pinos;7
45.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;7;;;708;Los Pinos;7
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;7;cali_zona_urbana;;708;Los Pinos;7
17.0;Mujer;;;No reportado;narrativas;09ABR2019;Ciudadano;7;cali_zona_urbana;;708;Los Pinos;7
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;7;cali_zona_urbana;;708;Los Pinos;7
16.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;7;cali_zona_urbana;;708;Los Pinos;7
49.0;Mujer;Cauca;Mercaderes;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1311;Los Robles;13
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1811;Lourdes;18
50.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;18;;Si;1811;Lourdes;18
46.0;Hombre;Cauca;Popayán;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1403;Manuela Beltrán;14
70.0;Mujer;Chocó;Istmina;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1403;Manuela Beltrán;14
30.0;Hombre;Nariño;;Básica primaria;narrativas;01AGO2018;Ciudadano;14;;;1403;Manuela Beltrán;14
26.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;14;cali_zona_urbana;;1403;Manuela Beltrán;14
16.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;14;cali_zona_urbana;;1403;Manuela Beltrán;14
51.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;14;cali_zona_urbana;;1403;Manuela Beltrán;14
23.0;Hombre;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;14;cali_zona_urbana;;1403;Manuela Beltrán;14
37.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;14;;Si;1403;Manuela Beltrán;14
30.0;Hombre;Valle del Cauca;Palmira;Técnica profesional;encuentas;25MAR2018;Técnico administración;14;;No;1403;Manuela Beltrán;14
39.0;Hombre;Valle del Cauca;Cali;Maestría;narrativas;01AGO2018;Ciudadano;4;;;405;Manzanares;4
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;405;Manzanares;4
29.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;11;;Si;1102;Maracaibo;11
54.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1601;Mariano Ramos;16
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;16;cali_zona_urbana;;1601;Mariano Ramos;16
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;16;cali_zona_urbana;;1601;Mariano Ramos;16
19.0;Mujer;Valle del Cauca;Candelaria;No reportado;narrativas;09ABR2019;Ciudadano;16;cali_zona_urbana;;1601;Mariano Ramos;16
25.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1810;Mario Correa Rengifo;18
23.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1810;Mario Correa Rengifo;18
29.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1810;Mario Correa Rengifo;18
30.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1394;Marroquín III;13
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1394;Marroquín III;13
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1394;Marroquín III;13
27.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1781;Mayapan - Las Vegas;17
30.0;Hombre;Cauca;Toribio;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1804;Meléndez;18
28.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1804;Meléndez;18
19.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;18;;;1804;Meléndez;18
27.0;Hombre;Tolima;Ibagué;Técnica profesional;narrativas;01AGO2018;Ciudadano;18;;;1804;Meléndez;18
21.0;Hombre;Valle del Cauca;Cali;Tecnológica;narrativas;01AGO2018;Ciudadano;18;;;1804;Meléndez;18
18.0;Mujer;Cauca;Puerto Tejada;Media académica o clásica;narrativas;01AGO2018;Ciudadano;18;;;1804;Meléndez;18
25.0;Hombre;Valle del Cauca;Cali;Tecnológica;narrativas;01AGO2018;Ciudadano;No reportado;;;1804;Meléndez;18
25.0;Hombre;Cauca;Popayán;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1804;Meléndez;18
17.0;Hombre;Nariño;Pasto;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1804;Meléndez;18
40.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1804;Meléndez;18
32.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1804;Meléndez;18
19.0;Mujer;Valle del Cauca;Cali;Tecnológica;narrativas;01AGO2018;Ciudadano;No reportado;;;506;Metropolitano del Norte;5
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;506;Metropolitano del Norte;5
38.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1911;Miraflores;19
34.0;Mujer;Valle del Cauca;Cali;Especialización;narrativas;01AGO2018;Ciudadano;19;;;1911;Miraflores;19
39.0;Hombre;Valle del Cauca;Cali;Maestría;narrativas;01AGO2018;Ciudadano;19;;;1911;Miraflores;19
15.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;19;;;1911;Miraflores;19
58.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1911;Miraflores;19
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1911;Miraflores;19
46.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;19;;Si;1911;Miraflores;19
48.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1598;Mojica;15
25.0;Mujer;No reportado;No reportado;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1598;Mojica;15
30.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1598;Mojica;15
32.0;Mujer;Atlántico;Barranquilla;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1598;Mojica;15
21.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1598;Mojica;15
;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1598;Mojica;15
31.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1598;Mojica;15
33.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1598;Mojica;15
18.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
31.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
25.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
24.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
70.0;Hombre;Antioquia;Medellín;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
21.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
23.0;Hombre;Nariño;Guachucal;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
18.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
7.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
48.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
27.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
10.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
24.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
29.0;Mujer;Valle del Cauca;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
23.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
18.0;Mujer;Valle del Cauca;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
26.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;1598;Mojica;15
18.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
15.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
14.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1598;Mojica;15
45.0;Hombre;;;Maestría;encuentas;25MAR2018;Técnico administración;8;;Si;808;Municipal;8
48.0;Mujer;Valle del Cauca;Palmira;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;0;No reportado;No reportado
41.0;Hombre;Caldas;Salamina;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;0;No reportado;No reportado
;Intersexual;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;0;No reportado;No reportado
38.0;Mujer;Tolima;Planadas;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;204;Normandía;2
37.0;Mujer;Valle del Cauca;Tuluá;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;204;Normandía;2
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;204;Normandía;2
39.0;Mujer;Antioquia;Medellín;Especialización;encuentas;25MAR2018;Técnico administración;2;;No;204;Normandía;2
27.0;Hombre;;;Maestría;encuentas;25MAR2018;Técnico administración;2;;Si;204;Normandía;2
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;12;;;1207;Nueva Floresta;12
42.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;12;;;1207;Nueva Floresta;12
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;12;cali_zona_urbana;;1207;Nueva Floresta;12
17.0;Hombre;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;12;cali_zona_urbana;;1207;Nueva Floresta;12
25.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;12;cali_zona_urbana;;1207;Nueva Floresta;12
25.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;12;cali_zona_urbana;;1207;Nueva Floresta;12
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;12;cali_zona_urbana;;1207;Nueva Floresta;12
18.0;Hombre;Nariño;Pasto;Media académica o clásica;narrativas;01AGO2018;Ciudadano;19;;;1921;Nueva Tequendama;19
17.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;19;;;1921;Nueva Tequendama;19
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1921;Nueva Tequendama;19
